楼盘名称,开发商名称,是否售空,销售单价,楼盘性质
嘉里桦枫居,嘉里桦枫房地产开发(杭州)有限公司,售罄,26000元/㎡,商业
萧山宝龙城市广场,杭州萧山宝龙置业有限公司,售罄,价格待定,商业
顺发吉祥半岛,杭州吉顺房地产开发有限公司,售罄,价格待定,商业
倾城之恋,顺发恒业股份公司,售罄,价格待定,商业
金地德圣中心,德圣地产集团有限公司,售罄,40000元/㎡,商业
越秀维多利中心,杭州越辉房地产开发有限公司,售罄,价格待定,商业
融创金成西溪海,杭州金成金都置业有限公司,售罄,价格待定,商业
佳源未来府,杭州蓝源置业有限公司,售罄,600万/套,商业
越秀维多利中心,杭州越辉房地产开发有限公司,售罄,价格待定,写字楼
顺发恒园,顺发恒业有限公司,售罄,价格待定,商业
顺发旺角城二期,顺发恒业有限公司,售罄,价格待定,商业
林溪闲庭,杭州宏华置业有限公司,售罄,价格待定,商业
万利大厦,浙江裕丰律师事务所,售罄,价格待定,写字楼
万科璞悦湾,杭州万科锦南置业有限公司,售罄,价格待定,商业
新城香悦半岛,杭州新城鼎佳房地产开发有限公司,售罄,价格待定,商业
旺君国际,杭州盛旺君投资有限公司,售罄,价格待定,写字楼
德信大家钱江府,浙江德信东城置业有限公司,售罄,价格待定,商业
金色黎明二期,杭州滨江城东房地产开发有限公司,售罄,价格待定,商业
鑫福浦园,浙江鑫福房地产开发有限公司,售罄,价格待定,商业
众安恒隆广场,浙江众安房地产开发有限公司,售罄,228万/套,写字楼
三江花园道壹号,杭州尊园房地产开发有限公司,售罄,价格待定,商业
中赢金城里,杭州摩根置业有限公司,售罄,价格待定,写字楼
中赢金城里,杭州摩根置业有限公司,售罄,价格待定,商业
天达广场,杭州天达置业有限公司,售罄,14500元/㎡,写字楼
临平西子国际,杭州余杭西子置业有限公司,售罄,价格待定,写字楼
佳源银座,杭州墅源房地产开发有限公司,售罄,价格待定,写字楼
中赢国际,杭州中赢华嘉置业有限公司,售罄,价格待定,写字楼
绿谷杭州东部创新中心,杭州九鑫投资有限公司,售罄,价格待定,写字楼
状元府,杭州通策宝群置业有限公司,售罄,价格待定,别墅
交投绿城明珠国际,杭州金基房地产开发有限公司,售罄,价格待定,写字楼
四维金座,杭州启慧置业有限公司,售罄,价格待定,写字楼
迎宾同济中心,杭州同济置业有限公司,售罄,价格待定,商业
哆哆广场,杭州祥远房地产开发有限公司,售罄,价格待定,商业
众安理想湾,杭州安源房地产开发有限公司,售罄,价格待定,商业
中港罗兰小镇,杭州中港绿泰房地产开发有限公司,售罄,价格待定,商业
耀翔悦尚,浙江耀翔房地产开发有限公司,售罄,价格待定,商业
朝阳银座,杭州众安盛隆鲤鱼门置业有限公司,售罄,价格待定,商业
众安山水苑一期,浙江众安房地产开发有限公司,售罄,价格待定,商业
杭州万达广场,杭州拱墅万达投资有限公司,售罄,价格待定,商业
中南白马湖壹号,杭州中南嘉伟置业有限公司,售罄,价格待定,商业
山水诚庐,杭州富阳中同建筑劳务分包有限公司,售罄,价格待定,商业
兴耀星悦湾,杭州星盈置业有限公司,售罄,价格待定,商业
星都嘉苑,杭州西湖房地产集团有限公司,售罄,55000元/㎡,商业
丰隆百翘香江,杭州香江易里利枫房产开发有限公司,售罄,价格待定,商业
佳源银座,杭州墅源房地产开发有限公司,售罄,价格待定,商业
百合新城,浙江富阳百合房地产有限公司,售罄,价格待定,商业
通策广场,杭州通盛房地产开发有限公司,售罄,价格待定,商业
开元名郡,杭州开元名郡置业有限公司,售罄,价格待定,商业
阳光城文澜府,杭州富承光房地产开发有限公司,售罄,价格待定,商业
悦青蓝,杭州万胜房地产开发有限公司,售罄,200万/套,住宅
采荷嘉业大厦,杭州宋都房地产集团有限公司,售罄,价格待定,写字楼
交通晓时代,杭州市交通置业有限公司,售罄,35000元/㎡,商业
东海闲湖城,杭州东海春房地产开发有限公司,售罄,700万/套,别墅
富春港,杭州正飞置业有限公司,售罄,24万/套,商业
富春江南,杭州东虹房地产开发有限公司,售罄,价格待定,商业
西溪智慧健康谷,杭州大涵置业有限公司,售罄,288万/套,商业
和合财富中心,杭州合源房地产开发有限公司,售罄,价格待定,写字楼
联合大厦,浙江郡原地产股份有限公司,售罄,价格待定,写字楼
璞玉公馆,杭州中润瑞丰置业有限公司,售罄,170万/套,商业类
融创时代奥城,杭州融御置业有限公司,售罄,价格待定,商业
未来天地,杭州奥克斯置业有限公司余杭分公司,售罄,价格待定,写字楼
江南时代购物中心,杭州高扬国际贸易有限公司,售罄,价格待定,商业
星云,浙江信维信息科技有限公司,售罄,135万/套,商业类
临平芳满庭,杭州美润房地产有限公司,售罄,价格待定,住宅
临平新时代,浙江杭报金都创意产业发展有限公司,售罄,78万/套,商业类
金沙世纪大厦,杭州广盛置业有限公司,售罄,价格待定,商业
东方世贸城,杭州温商机电实业有限公司,售罄,89万/套,商业
白鹭郡西,杭州林庐房地产开发有限公司,售罄,3000万/套,别墅
迪凯城星国际,浙江浩然置业有限公司,售罄,47000元/㎡,写字楼
杭州大悦城,浙江和润天成置业有限公司,售罄,260万/套,商业类
保亿中心,杭州捍联置业有限公司,售罄,30000元/㎡,写字楼
景瑞申花壹号院,杭州景恒置业有限公司,售罄,价格待定,商业
中天珺府,临安中天房地产开发有限公司,售罄,235万/套,住宅
通策状元府,杭州通策宝群置业有限公司,售罄,价格待定,商业类
之江之芯,杭州山泽置业有限公司,售罄,价格待定,商业
临平芳满庭,杭州美润房地产有限公司,售罄,价格待定,商业类
旭辉珺悦府,杭州众旭置业有限公司,售罄,价格待定,商业
居艺空间,杭州中润瑞丰置业有限公司,售罄,220万/套,商业
联合中心,杭州蓝海房地产开发有限公司,售罄,价格待定,写字楼
和家园臻园,杭州振兴置业投资有限公司,售罄,800万/套,住宅
国泰科技大厦,浙江萧星置业有限公司,售罄,价格待定,写字楼
万通中心,杭州万通时尚置业有限公司,售罄,350万/套,商业
汉港武林汇,杭州港联置业有限公司,售罄,181万/套,商业类
保亿中心,杭州捍联置业有限公司,售罄,价格待定,商业
蒲公英天地,休斯顿投资管理（杭州）有限公司,售罄,280万/套,商业
帝凯帝景园,杭州帝凯房地产开发有限公司,售罄,价格待定,商业
世包国际中心,亚洲包装中心有限公司,售罄,1161万/套,写字楼
杭州新世纪广场,海联控股集团有限公司,售罄,价格待定,商业类
九川星汇城,杭州星河实业有限公司,售罄,价格待定,写字楼
阳光城丽景湾,浙江清源房地产开发有限公司,售罄,价格待定,住宅
金润星天地,杭州金马房地产有限公司,售罄,价格待定,底商
金瑞大厦,浙江明铸置业有限公司,售罄,价格待定,写字楼
春江香樟苑,杭州澳澜房地产开发有限公司,售罄,价格待定,底商
杭州嘉里中心,嘉里置业（杭州）有限公司,售罄,价格待定,商业
中豪湘和国际,杭州中豪水湘置业有限公司,售罄,110万/套,商业类
汇高栢悦中心,杭州汇高置地有限公司,售罄,193万/套,写字楼
兴耀锦里,杭州星澳置业有限公司,售罄,价格待定,商业类
广宇东港空间,广宇集团股份有限公司,售罄,280万/套,商业类
万锦花苑,海宁万业房地产开发有限公司,售罄,300万/套,别墅
华策中心,浙江影视产业国际合作实验区西溪实业有限公司,售罄,402万/套,写字楼
融创金成璞樾大观,杭州临安融成置业有限公司,售罄,380万/套,别墅
万象上东,杭州萧山爱迪尔房地产有限公司,售罄,价格待定,住宅
贤辰府,杭州富阳恒鑫房地产有限公司,售罄,143万/套,住宅
雅颂市心府,杭州德信蜀山置业有限公司,售罄,126万/套,商业类
世宸名府,杭州华宇业瑞房地产开发有限公司,售罄,406万/套,住宅
世宸名府,杭州华宇业瑞房地产开发有限公司,售罄,880万/套,别墅
世宸名府,杭州华宇业瑞房地产开发有限公司,售罄,110万/套,商业类
四季都会,杭州富云置业有限公司,售罄,185万/套,住宅
众安绿城南湖明月,杭州馨华园房地产开发有限公司,售罄,价格待定,住宅
众安绿城南湖明月,杭州馨华园房地产开发有限公司,售罄,580万/套,别墅
仁恒祥生珊瑚世纪雅园,杭州仁祥房地产开发有限公司,售罄,548万/套,住宅
仁恒祥生珊瑚世纪雅园,杭州仁祥房地产开发有限公司,售罄,895万/套,别墅
运河ONE,杭州融尚置地有限公司,售罄,价格待定,住宅
融创金成杭源里,杭州金辰置业有限公司,售罄,720万/套,住宅
融望之城,杭州金越房地产开发有限公司,售罄,253万/套,住宅
融创森与海之城,杭州融阳政房地产开发有限公司,售罄,600万/套,别墅
绿都鉴未来,杭州睿都置业有限公司,售罄,250万/套,底商
融望之城,杭州金越房地产开发有限公司,售罄,45200元/㎡,别墅
拥涛府,杭州滨御房地产开发有限公司,售罄,360万/套,住宅
万固珺府,杭州之江万固置业有限公司,售罄,160万/套,住宅
绿城春风金沙,杭州绿城浙帆置业有限公司,售罄,397万/套,住宅
中旅归锦府,杭州港中旅钱江城市发展有限公司,售罄,415万/套,住宅
滨江新希望悦潮府,杭州滨得房地产开发有限公司,售罄,324万/套,住宅
滨江御滨府,杭州滨兴房地产开发有限公司,售罄,496万/套,住宅
阳光城保亿翡丽云邸,杭州临光房地产开发有限公司,售罄,270万/套,住宅
阳光城保亿翡丽云邸,杭州临光房地产开发有限公司,售罄,443万/套,别墅
新希望华发锦粼云荟,杭州锦瑜置业有限公司,售罄,310万/套,住宅
保利欣品华庭,杭州保利建嘉房地产开发有限公司,售罄,330万/套,住宅
中海钱江ONE,杭州中海宏鲲房地产有限公司,售罄,价格待定,底商
新希望美的长粼府,杭州锦澜置业有限公司,售罄,306万/套,住宅
滨江君品名邸,杭州滨博房地产开发有限公司,售罄,484万/套,住宅
建发金辉紫璋台,杭州鑫建辉实业有限公司,售罄,价格待定,住宅
宋都济宸府,杭州鸿扬投资管理有限公司,售罄,163万/套,住宅
中天云望,杭州天钰房地产开发有限公司,售罄,513万/套,住宅
五幸银座,杭州西江置业有限公司,售罄,110万/套,商业类
首开天青里,杭州首开润泰置业有限公司,售罄,525万/套,住宅
首开天青里,杭州首开润泰置业有限公司,售罄,1555.2万/套,别墅
杭州春树云筑,杭州西投绿城置业有限公司,售罄,120万/套,商业类
海威天地,杭州融威置业有限公司,售罄,210万/套,商业类
奥体朝龙汇,杭州国逸实业有限公司,售罄,1500万/套,写字楼
华夏之心,杭州宝力康华置业有限公司,售罄,300万/套,写字楼
绿城春来晓园,杭州绿城风华房地产开发有限公司,售罄,944万/套,住宅
碧桂园铂玺湾,杭州富睿置业有限公司,售罄,204万/套,住宅
未来之芯,杭州临安锦科实业投资有限公司,售罄,76万/套,商业类
银城青山湖畔,银城地产集团股份有限公司,售罄,400万/套,别墅
滨江东原拥翠府,杭州滨原房地产开发有限公司,售罄,356万/套,住宅
天润西麓府,杭州香墅湾房地产开发有限公司,售罄,138万/套,住宅
天润西麓府,杭州香墅湾房地产开发有限公司,售罄,392万/套,别墅
中骏临栖云府,杭州嘉怡置业有限公司,售罄,440万/套,别墅
新湖金色池塘,杭州新湖鸬鸟置业有限公司,售罄,260万/套,别墅
时代滨江丹枫四季,杭州杭天房地产开发有限公司,售罄,778万/套,住宅
滨江定福阁,杭州新惠房地产开发有限公司,售罄,价格待定,别墅
花语天境府,杭州京宏房地产开发有限公司,售罄,551万/套,住宅
花语天境府,杭州京宏房地产开发有限公司,售罄,60600元/㎡,别墅
融创港印中心,杭州圆汇投资置业有限公司,售罄,80万/套,商业类
融创港印中心,杭州圆汇投资置业有限公司,售罄,150万/套,底商
德信钱塘云庄,杭州中宸城镇建设有限公司,售罄,415.9万/套,住宅
杭州富力中心,杭州富力房地产开发有限公司,售罄,201万/套,商业类
杭州富力中心,杭州富力房地产开发有限公司,售罄,36100元/㎡,住宅
星光荟,杭州汇和置业有限公司,售罄,140万/套,商业
兴耀锦里,杭州星澳置业有限公司,售罄,价格待定,底商
北辰奥园,杭州北辰置业有限公司,售罄,240万/套,底商
富春一品,建德市乾潭商会大厦开发建设有限公司,售罄,88万/套,住宅
理想银泰城,杭州理想银泰购物中心有限公司,售罄,420万/套,写字楼
九龙仓华发天荟,龙景房地产（杭州）有限公司,售罄,961万/套,住宅
地铁万科杭行道,杭州商庭房地产开发有限公司,售罄,110万/套,商业类
铂瑞悦府,杭州龙合实业有限公司,售罄,143万/套,商业类
中梁御府,杭州正梁置业有限公司,售罄,216万/套,住宅
中梁御府,杭州正梁置业有限公司,售罄,608万/套,别墅
云集金座,浙江临安环球交通物流有限公司,售罄,47万/套,商业类
德信钱塘云庄,杭州德淼置业有限公司,售罄,1408.8万/套,别墅
东原旭辉璞阅,杭州天同房地产开发有限公司,售罄,价格待定,底商
杭州融创城,杭州融伦置业有限公司,售罄,204万/套,住宅
恒大国玺悦龙府,杭州丰涛置业有限公司,售罄,780万/套,住宅
振泽左右办公世界,杭州振泽房地产开发有限公司,售罄,1280万/套,写字楼
奥体万科中心,浙江华运信德房地产开发有限公司,售罄,1200万/套,写字楼
万锦花苑,海宁万业房地产开发有限公司,售罄,187万/套,住宅
万科潮起东方,海宁景科房地产开发有限公司,售罄,185万/套,住宅
万科潮起东方,海宁景科房地产开发有限公司,售罄,550万/套,别墅
璞玉公馆,杭州中润瑞丰置业有限公司,售罄,330万/套,底商
交通晓时代,杭州市交通置业有限公司,售罄,价格待定,底商
融创金成璞樾大观,杭州临安融成置业有限公司,售罄,180万/套,住宅
九龙仓雍景山,富汇房地产开发（富阳）有限公司,售罄,137万/套,住宅
中交财富中心,中交（杭州）投资有限公司,售罄,485万/套,写字楼
东部之星,杭州东部大学科技园建设有限公司,售罄,110万/套,商业类
万融城,浙江万融置业有限公司,售罄,156万/套,写字楼
绿城云栖桃花源,杭州绿城银湖置业有限公司,售罄,1020万/套,别墅
华夏之心,杭州宝力康华置业有限公司,售罄,150万/套,商业类
领航城,杭州长龙置业有限公司,售罄,价格待定,别墅
印象新城,建德中磐新城镇建设有限公司,售罄,价格待定,商业类
和谐江和城,杭州和谐置业有限公司,售罄,价格待定,别墅
融创望海潮,杭州嘉科置业有限公司,售罄,价格待定,底商
奥克斯时代未来之城,杭州奥克斯置业有限公司,售罄,575万/套,写字楼
碧桂园望江台,建德碧桂园房地产开发有限公司,售罄,价格待定,住宅
保利潮起云上府,保利（杭州）房地产开发有限公司,售罄,304万/套,住宅
中天汀洲印月,杭州铭筑房地产开发有限公司,售罄,206万/套,住宅
佳兆业德信云望璞园,杭州德信富东置业有限公司,售罄,184万/套,住宅
融信荣望,杭州锦官置业有限公司,售罄,281万/套,住宅
龙湖湘湖原著,杭州创纪房地产开发有限责任公司,售罄,855万/套,别墅
伟业熙境府,杭州隽伟置业有限公司,售罄,176万/套,住宅
恒大观澜府,杭州桐恒置业有限公司,售罄,21000元/㎡,住宅
春和云境,杭州北和置业有限公司,售罄,313万/套,住宅
广宇锦上文澜,杭州冬宇房地产开发有限公司,售罄,264万/套,住宅
坤和融创开元望金沙,杭州元融坤房地产开发有限公司,售罄,378万/套,住宅
万科前宸,杭州名城博园置业有限公司,售罄,311万/套,住宅
普大福地,杭州普大福地置业管理有限公司,售罄,60000元/㎡,底商
滨江嘉品,杭州滨儒企业管理有限公司,售罄,564万/套,住宅
联发北秀观云,杭州联宸房地产开发有限公司,售罄,326万/套,住宅
香港置地上河公元,杭州瀚置和悦实业发展有限公司,售罄,356万/套,住宅
聆潮府,杭州北辰京诚置业有限公司,售罄,380万/套,住宅
聆潮府,杭州北辰京诚置业有限公司,售罄,650万/套,别墅
滨江春语蓝庭,杭州滨丰房地产开发有限公司,售罄,294万/套,住宅
合景泰富揽月臻翠府,杭州惠烜有限公司,售罄,40800元/㎡,住宅
众安顺源府,杭州众安银湖房地产开发有限公司,售罄,246万/套,住宅
中天云望,杭州天钰房地产开发有限公司,售罄,775万/套,别墅
凤玺云著府,杭州金虹置业有限公司,售罄,价格待定,住宅
滨耀城,杭州星滨置业有限公司,售罄,266万/套,住宅
滨耀城,杭州星滨置业有限公司,售罄,价格待定,底商
融创城,杭州融伦置业有限公司,售罄,483万/套,别墅
碧桂园万科悦望名邸,杭州富耀置业有限公司,售罄,500万/套,别墅
悦风华,杭州骏兴置业有限公司,售罄,451万/套,住宅
中南春溪集,杭州锦昱置业有限公司,售罄,270万/套,住宅
禹洲宋都望林府,杭州禹翔房地产开发有限公司,售罄,650万/套,住宅
中海望庐,杭州中海启晖房地产有限公司,售罄,694万/套,住宅
阳光城檀映里,杭州碧光房地产开发有限公司,售罄,540万/套,住宅
径山园,杭州恒盛置业有限公司,售罄,676万/套,别墅
光合映,杭州祥生宜信房地产开发有限公司,售罄,价格待定,住宅
龙湖融信天琅府,杭州龙湖房地产开发有限公司,售罄,294万/套,住宅
阳光城兴耀花漾里,杭州光润置业有限公司,售罄,156万/套,住宅
保亿阳光城丽光城,保亿丽光（杭州）置业有限公司,售罄,220万/套,住宅
理想臻品,理想四维地产集团有限公司,售罄,300万/套,住宅
时代天境,杭州明道房地产开发有限公司,售罄,245万/套,住宅
融信展望,杭州融浩置业有限公司,售罄,387万/套,住宅
未来七彩小镇,嘉凯城城镇化建设发展（余杭闲林）有限公司,售罄,150万/套,商业类
杭语清澄,杭州西湖房地产集团有限公司,售罄,228万/套,住宅
南樾府,杭州地上集团城南房地产有限公司,售罄,121万/套,住宅
星创城映月璟园,浙江星望置业有限公司,售罄,300万/套,住宅
滨江翠语华庭,杭州滨荣房地产开发有限公司,售罄,397万/套,住宅
德信中心,杭州德信产业发展有限公司,售罄,480万/套,住宅
观湖之宸公寓,杭州德信九乔置业有限公司,售罄,288万/套,住宅
百郦玲珑府,甘建投（杭州）房地产有限公司,售罄,492万/套,住宅
中顺新澜悦,杭州宏晟置业有限公司,售罄,105万/套,写字楼
滨江绿城江河鸣翠,杭州滨合房地产开发有限公司,售罄,价格待定,住宅
荣安春月杭宁府,杭州康浩置业有限公司,售罄,45000元/㎡,住宅
滨江沁语晓庭,杭州滨昌房地产开发有限公司,售罄,334万/套,住宅
大家湛景天承美筑,杭州祥麟置业有限公司,售罄,350万/套,住宅
大家坤和·美筑,杭州丰麟置业有限公司,售罄,321万/套,住宅
绿城茗春苑,杭州茶镇置业开发有限公司,售罄,1300万/套,住宅
百郦玲珑府,甘建投（杭州）房地产有限公司,售罄,49000元/㎡,别墅
滨江绿城江河鸣翠,杭州滨合房地产开发有限公司,售罄,价格待定,商业
七彩星商业中心,嘉凯城城镇化建设发展（余杭星桥）有限公司,售罄,200万/套,商业
三盛大家汝悦美境府,杭州萧麟置业有限公司,售罄,334万/套,住宅
保利融信和光尘樾,杭州保欣置业有限公司,售罄,126万/套,商业类
盈都吾角商业中心,杭州盈坤置业有限公司,售罄,112万/套,写字楼
樟宜翠湾,杭州锦宁置业有限公司,售罄,254万/套,住宅
群升万国天地,杭州群升龙房地产开发有限公司,售罄,160万/套,商业类
曲江新鸥鹏杭州第三城（久境府）,杭州曲江新鸥鹏企业运营管理有限责任公司,售罄,235万/套,住宅
长麓府,杭州临安新都房地产开发有限公司,售罄,142万/套,住宅
兴耀星漫里,杭州星熙置业有限公司,售罄,368万/套,住宅
新希望锦畔云汀,杭州锦衡置业有限公司,售罄,203万/套,住宅
森临澜府,金隅瀚潮（杭州）房地产开发有限公司,售罄,360万/套,住宅
花样年对越天,杭州花创房地产开发有限公司,售罄,377万/套,住宅
融信远洋厘望轩,杭州融歆房地产开发有限公司,售罄,650万/套,商业类
星合映,杭州祥生宜远房地产开发有限公司,售罄,204万/套,住宅
天樾四季城,杭州运塘房地产开发有限公司,售罄,343万/套,别墅
绿城桂语映月,杭州绿城银湖置业有限公司,售罄,159万/套,住宅
春来枫华,杭州绿城浙昱置业有限公司,售罄,460万/套,住宅
荷源府,杭州众安白马房地产开发有限公司,售罄,400万/套,住宅
中梁沐宸院,杭州石宸置业有限公司,售罄,338万/套,住宅
三迪枫丹雅居,杭州三升置业发展有限公司,售罄,137万/套,住宅
大华潮悦前城,杭州大华新湾房地产开发有限公司,售罄,168万/套,住宅
蜀惠朝闻花城,杭州滨宇房地产开发有限公司,售罄,263万/套,住宅
越秀星汇中心,杭州越秀房地产开发有限公司,售罄,144万/套,写字楼
绿地香港宸瀚里,杭州绿臻置业有限公司,售罄,204万/套,住宅
荣安春熙上和湾,杭州康丰置业有限公司,售罄,460-790万/套,住宅
香悦和鸣府,杭州新城英冠鸿轩房地产开发有限公司,售罄,500万/套,别墅
香悦和鸣府,杭州新城英冠鸿轩房地产开发有限公司,售罄,250万/套,住宅
顺发·美颂城,顺发恒业有限公司,售罄,328万/套,住宅
融信天阳云澜天第府,杭州融益房地产开发有限公司,售罄,402万/套,住宅
印虹滨府,杭州南光置业有限公司,售罄,276.64万/套,住宅
远洋建华宸章新邸,杭州远宸建祥置业有限公司,售罄,451万/套,住宅
国开东方凤凰台,杭州丽湖房地产开发有限公司,售罄,135万/套,底商
七彩星商业中心,嘉凯城城镇化建设发展（余杭星桥）有限公司,售罄,95万/套,商业类
杭房城发润如园,杭州越祥房地产有限公司,售罄,350万/套,住宅
中旅时光里,杭州旅投房地产开发有限公司,售罄,267万/套,住宅
源著天樾府,杭州敏景房地产开发有限公司,售罄,267万/套,住宅
桃李湖滨,杭州桃李湖滨房地产开发有限公司,售罄,315万/套,住宅
桃李湖滨,杭州桃李湖滨房地产开发有限公司,售罄,560万/套,别墅
融信旭辉湘湖悦章,杭州融晅房地产开发有限公司,售罄,价格待定,底商
滨江博语华庭,杭州滨航房地产开发有限公司,售罄,336万/套,住宅
滨江星翠澜庭,杭州滨泰房地产开发有限公司,售罄,550万/套,住宅
招商融信天澜,杭州融洽实业有限公司,售罄,289万/套,住宅
建发书香印翠,杭州兆欣房地产有限公司,售罄,772万/套,住宅
星创晶悦府,浙江星晖置业有限公司,售罄,377万/套,住宅
新安郡,建德德旭置业有限公司,售罄,146万/套,住宅
万科日耀之城,杭州万科亚运村开发有限公司,售罄,47000元/㎡,住宅
青漫里,杭州星涌置业有限公司,售罄,270万/套,住宅
360花创科技中心,杭州奇飞花创科技有限公司,售罄,价格待定,写字楼
宋都如意云庐,杭州逸都房地产开发有限公司,售罄,210万/套,住宅
合能杭玥府,杭州瑞进合能房地产开发有限公司,售罄,250万/套,住宅
滨江兴耀滨耀学府,杭州星昀置业有限公司,售罄,370万/套,住宅
中海国际中心,杭州世茂世盈房地产开发有限公司,售罄,27000元/㎡,写字楼
保利和者时光印象府,杭州保颐置业有限公司,售罄,25000元/㎡,住宅
华鸿东潮云庭,杭州鸿城置业有限公司,售罄,180万/套,住宅
中天宸望,杭州嘉珺房地产开发有限公司,售罄,200万/套,住宅
星创晶晖里,浙江韬创置业有限公司,售罄,371万/套,住宅
中海望庐|云起武林,杭州中海启晖房地产有限公司,售罄,1400万/套,商业类
赞成漫悦,杭州金穗房地产开发有限公司,售罄,260万/套,住宅
云起中心,杭州云起商用置业有限公司,售罄,140万/套,商业类
金成潮塘轩,杭州金蓬置业有限公司,售罄,214万/套,住宅
绿城桂冠东方,杭州绿城亚运村开发有限公司,售罄,530万/套,住宅
锦尚和品府,杭州滨文房地产开发有限公司,售罄,51700元/㎡,住宅
亚奥城西区,华润置地（杭州）发展有限公司,售罄,140万/套,写字楼
古墩彩虹轩,杭州申源实业有限公司,售罄,248万/套,住宅
绿城交投晓月澄庐,杭州绿城交投锦溪置业有限公司,售罄,1043万/套,别墅
滨融府,杭州融滨昌盛置业有限公司,售罄,54000元/㎡,住宅
蓝城恒伟江南山庄,浙江恒伟房地产开发有限公司,售罄,400万/套,别墅
越秀归悦里,杭州越嘉房地产开发有限公司,售罄,486.5万/套,别墅
德信中南江上云起,德信地产集团有限公司,售罄,124万/套,住宅
德信中南江上云起,德信地产集团有限公司,售罄,380万/套,别墅
招商博奥花宸里,招商局地产（杭州）有限公司,售罄,325万/套,住宅
佳兆业印月,杭州兆成置业有限公司,售罄,413万/套,住宅
新天地金色时光,杭州弘驿置业有限公司,售罄,31000元/㎡,底商
景瑞晴海,杭州景晖置业有限公司,售罄,328万/套,住宅
华景川樾滨府,杭州萧山锦翔房地产开发有限公司,售罄,112.44万/套,住宅
北上星云府,杭州美润房地产有限公司,售罄,32000元/㎡,底商
佳源驭远玖墅,杭州国申房地产开发有限公司,售罄,255万/套,住宅
优盟大厦,杭州市三墩镇绕城村经济合作社,售罄,价格待定,写字楼
溪上俪庭,杭州芳满庭置业有限公司,售罄,190万/套,住宅
龙湖湘湖原著,杭州创纪房地产开发有限责任公司,售罄,260万/套,住宅
钱湾智谷,杭州传化科技城有限公司,售罄,价格待定,写字楼
滨江观品,杭州滨远房地产开发有限公司,售罄,798万/套,住宅
严州誉境府,杭州新城英冠房地产开发有限公司,售罄,23000元/㎡,住宅
华润置地亚奥城,华润置地（杭州）发展有限公司,售罄,580万/套,住宅
樟宜翠湾,杭州锦宁置业有限公司,售罄,117万/套,底商
世茂风颂府,杭州茂启房地产开发有限公司,售罄,488万/套,住宅
龙坞茗筑,浙江蓝绿茶业发展有限公司,售罄,1398万/套,商业
潮和阅江台轩,杭州保汇置业有限公司,售罄,33000元/㎡,住宅
萧元江南沥城,杭州新丝路房地产开发有限公司,售罄,178-221万/套,住宅
枫漫小筑,杭州星凝置业有限公司,售罄,210万/套,住宅
绿城蓝庭西区,杭州余杭金腾房地产开发有限公司,售罄,10000万/套,商业
曲江新鸥鹏杭州第三城（久雍府）,杭州曲江新鸥鹏企业运营管理有限责任公司,售罄,260万/套,住宅
江山风华邻里中心,杭州金运房地产开发有限公司,售罄,210万/套,商业
新希望华发锦粼云荟,杭州锦瑜置业有限公司,售罄,127万/套,底商
杭曜之城,杭州融荣房地产开发有限公司,售罄,246万/套,住宅
杭望云潮城,杭州融扬房地产开发有限公司,售罄,315万/套,住宅
湖印光年府,杭州万沙置业有限公司,售罄,256万/套,住宅
招商德信.花芸春境府,杭州德信紫丁置业有限公司,售罄,31500元/㎡,住宅
融信傲世邸,杭州融昕置业有限公司,售罄,547.61万/套,住宅
滨江御滨府,杭州滨兴房地产开发有限公司,售罄,1300万/套,写字楼
瑞源邸,杭州众安银晟置业有限公司,售罄,210万/套,住宅
臻奥院,杭州信达奥体置业有限公司,售罄,1200万/套,写字楼
滨江望品,浙江中豪房屋建设开发有限公司,售罄,700万/套,住宅
滨望雅庭,杭州滨信置业有限公司,售罄,350万/套,住宅
东原东傲城,杭州东望房地产开发有限公司,售罄,160万/套,住宅
招商蛇口花屿观澜里,杭州潮悦房地产开发有限公司,售罄,390万/套,住宅
绿城云栖燕庐,杭州绿城浙超置业有限公司,售罄,200万/套,住宅
绿城云栖燕庐,杭州绿城浙超置业有限公司,售罄,330万/套,别墅
同乔里,杭州国翔置业有限公司,售罄,221万/套,住宅
电建悦安府,杭州泛悦置业有限公司,售罄,350万/套,住宅
电建悦安府,杭州泛悦置业有限公司,售罄,600万/套,别墅
绿城沐春明月,杭州浙行置业有限公司,售罄,400万/套,住宅
宋都如意云境,杭州轩都房地产开发有限公司,售罄,250万/套,住宅
河语光年府,杭州万懿置业有限公司,售罄,410万/套,住宅
中铁诺德雅逸府,中铁诺德（杭州）置业有限公司,售罄,200万/套,底商
地铁万科五常车辆段上盖,杭州西曙置业有限公司,售罄,150万/套,商业类
绿城湖上春风里,杭州绿城浙佑置业有限公司,售罄,400万/套,住宅
首开东城金茂府,兴茂置业（杭州）有限公司,售罄,400万/套,底商
天珏华庭,寰华房地产（杭州）有限公司,售罄,55134元/㎡,住宅
天珏华庭,寰华房地产（杭州）有限公司,售罄,价格待定,别墅
复地绿城月映咏荷园,杭州复禹置业有限公司,售罄,218万/套,住宅
绿城潮听明月,杭州浙谦置业有限公司,售罄,560万/套,住宅
前湾畅想江澜湾,杭州科谊房地产开发有限公司,售罄,300万/套,住宅
宋都如意云庐,杭州逸都房地产开发有限公司,售罄,110万/套,底商
观雲钱塘城,杭州浙鸿置业有限公司,售罄,价格待定,写字楼
金成汀云上府,湖州祥新房地产开发有限公司,售罄,357万/套,住宅
